,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves
371,BETWEEN THE ****S,6C+,"[{'Id': 1532533, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1532534, 'Description': 'G6', 'IsStart': False, 'IsEnd': False}, {'Id': 1532535, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1532536, 'Description': 'C11', 'IsStart': False, 'IsEnd': False}, {'Id': 1532537, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1532538, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1532539, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1532540, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1532541, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",53436,"['G4', 'G6', 'G9', 'C11', 'E12', 'B12', 'E14', 'B16', 'E18']",9,"{'G4toG4': 0.0, 'G4toG6': 2.0, 'G4toG9': 5.0, 'G4toC11': 8.06225774829855, 'G4toE12': 8.246211251235321, 'G4toB12': 9.433981132056603, 'G4toE14': 10.198039027185569, 'G4toB16': 13.0, 'G4toE18': 14.142135623730951, 'G6toG4': 2.0, 'G6toG6': 0.0, 'G6toG9': 3.0, 'G6toC11': 6.4031242374328485, 'G6toE12': 6.324555320336759, 'G6toB12': 7.810249675906654, 'G6toE14': 8.246211251235321, 'G6toB16': 11.180339887498949, 'G6toE18': 12.165525060596439, 'G9toG4': 5.0, 'G9toG6': 3.0, 'G9toG9': 0.0, 'G9toC11': 4.47213595499958, 'G9toE12': 3.605551275463989, 'G9toB12': 5.830951894845301, 'G9toE14': 5.385164807134504, 'G9toB16': 8.602325267042627, 'G9toE18': 9.219544457292887, 'C11toG4': 8.06225774829855, 'C11toG6': 6.4031242374328485, 'C11toG9': 4.47213595499958, 'C11toC11': 0.0, 'C11toE12': 2.23606797749979, 'C11toB12': 1.4142135623730951, 'C11toE14': 3.605551275463989, 'C11toB16': 5.0990195135927845, 'C11toE18': 7.280109889280518, 'E12toG4': 8.246211251235321, 'E12toG6': 6.324555320336759, 'E12toG9': 3.605551275463989, 'E12toC11': 2.23606797749979, 'E12toE12': 0.0, 'E12toB12': 3.0, 'E12toE14': 2.0, 'E12toB16': 5.0, 'E12toE18': 6.0, 'B12toG4': 9.433981132056603, 'B12toG6': 7.810249675906654, 'B12toG9': 5.830951894845301, 'B12toC11': 1.4142135623730951, 'B12toE12': 3.0, 'B12toB12': 0.0, 'B12toE14': 3.605551275463989, 'B12toB16': 4.0, 'B12toE18': 6.708203932499369, 'E14toG4': 10.198039027185569, 'E14toG6': 8.246211251235321, 'E14toG9': 5.385164807134504, 'E14toC11': 3.605551275463989, 'E14toE12': 2.0, 'E14toB12': 3.605551275463989, 'E14toE14': 0.0, 'E14toB16': 3.605551275463989, 'E14toE18': 4.0, 'B16toG4': 13.0, 'B16toG6': 11.180339887498949, 'B16toG9': 8.602325267042627, 'B16toC11': 5.0990195135927845, 'B16toE12': 5.0, 'B16toB12': 4.0, 'B16toE14': 3.605551275463989, 'B16toB16': 0.0, 'B16toE18': 3.605551275463989, 'E18toG4': 14.142135623730951, 'E18toG6': 12.165525060596439, 'E18toG9': 9.219544457292887, 'E18toC11': 7.280109889280518, 'E18toE12': 6.0, 'E18toB12': 6.708203932499369, 'E18toE14': 4.0, 'E18toB16': 3.605551275463989, 'E18toE18': 0.0}"
372,BINGO WAS HIS NAME,6C+,"[{'Id': 1569258, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1569259, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1569260, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1569261, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1569262, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1569263, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",166287,"['A5', 'E7', 'C10', 'H11', 'F14', 'G18']",6,"{'A5toA5': 0.0, 'A5toE7': 4.47213595499958, 'A5toC10': 5.385164807134504, 'A5toH11': 9.219544457292887, 'A5toF14': 10.295630140987, 'A5toG18': 14.317821063276353, 'E7toA5': 4.47213595499958, 'E7toE7': 0.0, 'E7toC10': 3.605551275463989, 'E7toH11': 5.0, 'E7toF14': 7.0710678118654755, 'E7toG18': 11.180339887498949, 'C10toA5': 5.385164807134504, 'C10toE7': 3.605551275463989, 'C10toC10': 0.0, 'C10toH11': 5.0990195135927845, 'C10toF14': 5.0, 'C10toG18': 8.94427190999916, 'H11toA5': 9.219544457292887, 'H11toE7': 5.0, 'H11toC10': 5.0990195135927845, 'H11toH11': 0.0, 'H11toF14': 3.605551275463989, 'H11toG18': 7.0710678118654755, 'F14toA5': 10.295630140987, 'F14toE7': 7.0710678118654755, 'F14toC10': 5.0, 'F14toH11': 3.605551275463989, 'F14toF14': 0.0, 'F14toG18': 4.123105625617661, 'G18toA5': 14.317821063276353, 'G18toE7': 11.180339887498949, 'G18toC10': 8.94427190999916, 'G18toH11': 7.0710678118654755, 'G18toF14': 4.123105625617661, 'G18toG18': 0.0}"
373,BOULDERGURU.DE,6C+,"[{'Id': 1538566, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1538567, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1538568, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1538569, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1538570, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1538571, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1538572, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",71109,"['J5', 'E6', 'H8', 'C10', 'E12', 'A14', 'D18']",7,"{'J5toJ5': 0.0, 'J5toE6': 5.0990195135927845, 'J5toH8': 3.605551275463989, 'J5toC10': 8.602325267042627, 'J5toE12': 8.602325267042627, 'J5toA14': 12.727922061357855, 'J5toD18': 14.317821063276353, 'E6toJ5': 5.0990195135927845, 'E6toE6': 0.0, 'E6toH8': 3.605551275463989, 'E6toC10': 4.47213595499958, 'E6toE12': 6.0, 'E6toA14': 8.94427190999916, 'E6toD18': 12.041594578792296, 'H8toJ5': 3.605551275463989, 'H8toE6': 3.605551275463989, 'H8toH8': 0.0, 'H8toC10': 5.385164807134504, 'H8toE12': 5.0, 'H8toA14': 9.219544457292887, 'H8toD18': 10.770329614269007, 'C10toJ5': 8.602325267042627, 'C10toE6': 4.47213595499958, 'C10toH8': 5.385164807134504, 'C10toC10': 0.0, 'C10toE12': 2.8284271247461903, 'C10toA14': 4.47213595499958, 'C10toD18': 8.06225774829855, 'E12toJ5': 8.602325267042627, 'E12toE6': 6.0, 'E12toH8': 5.0, 'E12toC10': 2.8284271247461903, 'E12toE12': 0.0, 'E12toA14': 4.47213595499958, 'E12toD18': 6.082762530298219, 'A14toJ5': 12.727922061357855, 'A14toE6': 8.94427190999916, 'A14toH8': 9.219544457292887, 'A14toC10': 4.47213595499958, 'A14toE12': 4.47213595499958, 'A14toA14': 0.0, 'A14toD18': 5.0, 'D18toJ5': 14.317821063276353, 'D18toE6': 12.041594578792296, 'D18toH8': 10.770329614269007, 'D18toC10': 8.06225774829855, 'D18toE12': 6.082762530298219, 'D18toA14': 5.0, 'D18toD18': 0.0}"
374,CHILLIN WITH TJ,6C+,"[{'Id': 1586301, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1586302, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1586303, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1586304, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1586305, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1586306, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1586307, 'Description': 'K14', 'IsStart': False, 'IsEnd': False}, {'Id': 1586308, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1586309, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",212142,"['H5', 'J2', 'J8', 'E10', 'I9', 'F14', 'K14', 'G17', 'D18']",9,"{'H5toH5': 0.0, 'H5toJ2': 3.605551275463989, 'H5toJ8': 3.605551275463989, 'H5toE10': 5.830951894845301, 'H5toI9': 4.123105625617661, 'H5toF14': 9.219544457292887, 'H5toK14': 9.486832980505138, 'H5toG17': 12.041594578792296, 'H5toD18': 13.601470508735444, 'J2toH5': 3.605551275463989, 'J2toJ2': 0.0, 'J2toJ8': 6.0, 'J2toE10': 9.433981132056603, 'J2toI9': 7.0710678118654755, 'J2toF14': 12.649110640673518, 'J2toK14': 12.041594578792296, 'J2toG17': 15.297058540778355, 'J2toD18': 17.08800749063506, 'J8toH5': 3.605551275463989, 'J8toJ2': 6.0, 'J8toJ8': 0.0, 'J8toE10': 5.385164807134504, 'J8toI9': 1.4142135623730951, 'J8toF14': 7.211102550927978, 'J8toK14': 6.082762530298219, 'J8toG17': 9.486832980505138, 'J8toD18': 11.661903789690601, 'E10toH5': 5.830951894845301, 'E10toJ2': 9.433981132056603, 'E10toJ8': 5.385164807134504, 'E10toE10': 0.0, 'E10toI9': 4.123105625617661, 'E10toF14': 4.123105625617661, 'E10toK14': 7.211102550927978, 'E10toG17': 7.280109889280518, 'E10toD18': 8.06225774829855, 'I9toH5': 4.123105625617661, 'I9toJ2': 7.0710678118654755, 'I9toJ8': 1.4142135623730951, 'I9toE10': 4.123105625617661, 'I9toI9': 0.0, 'I9toF14': 5.830951894845301, 'I9toK14': 5.385164807134504, 'I9toG17': 8.246211251235321, 'I9toD18': 10.295630140987, 'F14toH5': 9.219544457292887, 'F14toJ2': 12.649110640673518, 'F14toJ8': 7.211102550927978, 'F14toE10': 4.123105625617661, 'F14toI9': 5.830951894845301, 'F14toF14': 0.0, 'F14toK14': 5.0, 'F14toG17': 3.1622776601683795, 'F14toD18': 4.47213595499958, 'K14toH5': 9.486832980505138, 'K14toJ2': 12.041594578792296, 'K14toJ8': 6.082762530298219, 'K14toE10': 7.211102550927978, 'K14toI9': 5.385164807134504, 'K14toF14': 5.0, 'K14toK14': 0.0, 'K14toG17': 5.0, 'K14toD18': 8.06225774829855, 'G17toH5': 12.041594578792296, 'G17toJ2': 15.297058540778355, 'G17toJ8': 9.486832980505138, 'G17toE10': 7.280109889280518, 'G17toI9': 8.246211251235321, 'G17toF14': 3.1622776601683795, 'G17toK14': 5.0, 'G17toG17': 0.0, 'G17toD18': 3.1622776601683795, 'D18toH5': 13.601470508735444, 'D18toJ2': 17.08800749063506, 'D18toJ8': 11.661903789690601, 'D18toE10': 8.06225774829855, 'D18toI9': 10.295630140987, 'D18toF14': 4.47213595499958, 'D18toK14': 8.06225774829855, 'D18toG17': 3.1622776601683795, 'D18toD18': 0.0}"
375,COBIA,6C+,"[{'Id': 1527523, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1527524, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1527525, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1527526, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1527527, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1527528, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1527529, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",39071,"['F5', 'G9', 'B11', 'E12', 'A14', 'D15', 'D18']",7,"{'F5toF5': 0.0, 'F5toG9': 4.123105625617661, 'F5toB11': 7.211102550927978, 'F5toE12': 7.0710678118654755, 'F5toA14': 10.295630140987, 'F5toD15': 10.198039027185569, 'F5toD18': 13.152946437965905, 'G9toF5': 4.123105625617661, 'G9toG9': 0.0, 'G9toB11': 5.385164807134504, 'G9toE12': 3.605551275463989, 'G9toA14': 7.810249675906654, 'G9toD15': 6.708203932499369, 'G9toD18': 9.486832980505138, 'B11toF5': 7.211102550927978, 'B11toG9': 5.385164807134504, 'B11toB11': 0.0, 'B11toE12': 3.1622776601683795, 'B11toA14': 3.1622776601683795, 'B11toD15': 4.47213595499958, 'B11toD18': 7.280109889280518, 'E12toF5': 7.0710678118654755, 'E12toG9': 3.605551275463989, 'E12toB11': 3.1622776601683795, 'E12toE12': 0.0, 'E12toA14': 4.47213595499958, 'E12toD15': 3.1622776601683795, 'E12toD18': 6.082762530298219, 'A14toF5': 10.295630140987, 'A14toG9': 7.810249675906654, 'A14toB11': 3.1622776601683795, 'A14toE12': 4.47213595499958, 'A14toA14': 0.0, 'A14toD15': 3.1622776601683795, 'A14toD18': 5.0, 'D15toF5': 10.198039027185569, 'D15toG9': 6.708203932499369, 'D15toB11': 4.47213595499958, 'D15toE12': 3.1622776601683795, 'D15toA14': 3.1622776601683795, 'D15toD15': 0.0, 'D15toD18': 3.0, 'D18toF5': 13.152946437965905, 'D18toG9': 9.486832980505138, 'D18toB11': 7.280109889280518, 'D18toE12': 6.082762530298219, 'D18toA14': 5.0, 'D18toD15': 3.0, 'D18toD18': 0.0}"
376,DANIELSAN,6C+,"[{'Id': 1718086, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718087, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1718088, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718089, 'Description': 'J16', 'IsStart': False, 'IsEnd': False}, {'Id': 1718090, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718091, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718092, 'Description': 'K11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",199740,"['G14', 'G18', 'H5', 'J16', 'J8', 'J5', 'K11']",7,"{'G14toG14': 0.0, 'G14toG18': 4.0, 'G14toH5': 9.055385138137417, 'G14toJ16': 3.605551275463989, 'G14toJ8': 6.708203932499369, 'G14toJ5': 9.486832980505138, 'G14toK11': 5.0, 'G18toG14': 4.0, 'G18toG18': 0.0, 'G18toH5': 13.038404810405298, 'G18toJ16': 3.605551275463989, 'G18toJ8': 10.44030650891055, 'G18toJ5': 13.341664064126334, 'G18toK11': 8.06225774829855, 'H5toG14': 9.055385138137417, 'H5toG18': 13.038404810405298, 'H5toH5': 0.0, 'H5toJ16': 11.180339887498949, 'H5toJ8': 3.605551275463989, 'H5toJ5': 2.0, 'H5toK11': 6.708203932499369, 'J16toG14': 3.605551275463989, 'J16toG18': 3.605551275463989, 'J16toH5': 11.180339887498949, 'J16toJ16': 0.0, 'J16toJ8': 8.0, 'J16toJ5': 11.0, 'J16toK11': 5.0990195135927845, 'J8toG14': 6.708203932499369, 'J8toG18': 10.44030650891055, 'J8toH5': 3.605551275463989, 'J8toJ16': 8.0, 'J8toJ8': 0.0, 'J8toJ5': 3.0, 'J8toK11': 3.1622776601683795, 'J5toG14': 9.486832980505138, 'J5toG18': 13.341664064126334, 'J5toH5': 2.0, 'J5toJ16': 11.0, 'J5toJ8': 3.0, 'J5toJ5': 0.0, 'J5toK11': 6.082762530298219, 'K11toG14': 5.0, 'K11toG18': 8.06225774829855, 'K11toH5': 6.708203932499369, 'K11toJ16': 5.0990195135927845, 'K11toJ8': 3.1622776601683795, 'K11toJ5': 6.082762530298219, 'K11toK11': 0.0}"
377,DEUK5,6C+,"[{'Id': 1864930, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864931, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1864932, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1864933, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1864934, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1864935, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",69372,"['A18', 'B11', 'D15', 'E7', 'F10', 'G4']",6,"{'A18toA18': 0.0, 'A18toB11': 7.0710678118654755, 'A18toD15': 4.242640687119285, 'A18toE7': 11.704699910719626, 'A18toF10': 9.433981132056603, 'A18toG4': 15.231546211727817, 'B11toA18': 7.0710678118654755, 'B11toB11': 0.0, 'B11toD15': 4.47213595499958, 'B11toE7': 5.0, 'B11toF10': 4.123105625617661, 'B11toG4': 8.602325267042627, 'D15toA18': 4.242640687119285, 'D15toB11': 4.47213595499958, 'D15toD15': 0.0, 'D15toE7': 8.06225774829855, 'D15toF10': 5.385164807134504, 'D15toG4': 11.40175425099138, 'E7toA18': 11.704699910719626, 'E7toB11': 5.0, 'E7toD15': 8.06225774829855, 'E7toE7': 0.0, 'E7toF10': 3.1622776601683795, 'E7toG4': 3.605551275463989, 'F10toA18': 9.433981132056603, 'F10toB11': 4.123105625617661, 'F10toD15': 5.385164807134504, 'F10toE7': 3.1622776601683795, 'F10toF10': 0.0, 'F10toG4': 6.082762530298219, 'G4toA18': 15.231546211727817, 'G4toB11': 8.602325267042627, 'G4toD15': 11.40175425099138, 'G4toE7': 3.605551275463989, 'G4toF10': 6.082762530298219, 'G4toG4': 0.0}"
378,DRIVEWAY,6C+,"[{'Id': 1561421, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1561422, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1561423, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1561424, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1561425, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1561426, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1561427, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",144021,"['K5', 'H5', 'H10', 'D12', 'E10', 'A14', 'E18']",7,"{'K5toK5': 0.0, 'K5toH5': 3.0, 'K5toH10': 5.830951894845301, 'K5toD12': 9.899494936611665, 'K5toE10': 7.810249675906654, 'K5toA14': 13.45362404707371, 'K5toE18': 14.317821063276353, 'H5toK5': 3.0, 'H5toH5': 0.0, 'H5toH10': 5.0, 'H5toD12': 8.06225774829855, 'H5toE10': 5.830951894845301, 'H5toA14': 11.40175425099138, 'H5toE18': 13.341664064126334, 'H10toK5': 5.830951894845301, 'H10toH5': 5.0, 'H10toH10': 0.0, 'H10toD12': 4.47213595499958, 'H10toE10': 3.0, 'H10toA14': 8.06225774829855, 'H10toE18': 8.54400374531753, 'D12toK5': 9.899494936611665, 'D12toH5': 8.06225774829855, 'D12toH10': 4.47213595499958, 'D12toD12': 0.0, 'D12toE10': 2.23606797749979, 'D12toA14': 3.605551275463989, 'D12toE18': 6.082762530298219, 'E10toK5': 7.810249675906654, 'E10toH5': 5.830951894845301, 'E10toH10': 3.0, 'E10toD12': 2.23606797749979, 'E10toE10': 0.0, 'E10toA14': 5.656854249492381, 'E10toE18': 8.0, 'A14toK5': 13.45362404707371, 'A14toH5': 11.40175425099138, 'A14toH10': 8.06225774829855, 'A14toD12': 3.605551275463989, 'A14toE10': 5.656854249492381, 'A14toA14': 0.0, 'A14toE18': 5.656854249492381, 'E18toK5': 14.317821063276353, 'E18toH5': 13.341664064126334, 'E18toH10': 8.54400374531753, 'E18toD12': 6.082762530298219, 'E18toE10': 8.0, 'E18toA14': 5.656854249492381, 'E18toE18': 0.0}"
379,ENTER SANDBAG,6C+,"[{'Id': 1531441, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1531442, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1531443, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1531444, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}, {'Id': 1531445, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1531446, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1531447, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",50367,"['I5', 'F9', 'H9', 'I12', 'D13', 'H14', 'D18']",7,"{'I5toI5': 0.0, 'I5toF9': 5.0, 'I5toH9': 4.123105625617661, 'I5toI12': 7.0, 'I5toD13': 9.433981132056603, 'I5toH14': 9.055385138137417, 'I5toD18': 13.92838827718412, 'F9toI5': 5.0, 'F9toF9': 0.0, 'F9toH9': 2.0, 'F9toI12': 4.242640687119285, 'F9toD13': 4.47213595499958, 'F9toH14': 5.385164807134504, 'F9toD18': 9.219544457292887, 'H9toI5': 4.123105625617661, 'H9toF9': 2.0, 'H9toH9': 0.0, 'H9toI12': 3.1622776601683795, 'H9toD13': 5.656854249492381, 'H9toH14': 5.0, 'H9toD18': 9.848857801796104, 'I12toI5': 7.0, 'I12toF9': 4.242640687119285, 'I12toH9': 3.1622776601683795, 'I12toI12': 0.0, 'I12toD13': 5.0990195135927845, 'I12toH14': 2.23606797749979, 'I12toD18': 7.810249675906654, 'D13toI5': 9.433981132056603, 'D13toF9': 4.47213595499958, 'D13toH9': 5.656854249492381, 'D13toI12': 5.0990195135927845, 'D13toD13': 0.0, 'D13toH14': 4.123105625617661, 'D13toD18': 5.0, 'H14toI5': 9.055385138137417, 'H14toF9': 5.385164807134504, 'H14toH9': 5.0, 'H14toI12': 2.23606797749979, 'H14toD13': 4.123105625617661, 'H14toH14': 0.0, 'H14toD18': 5.656854249492381, 'D18toI5': 13.92838827718412, 'D18toF9': 9.219544457292887, 'D18toH9': 9.848857801796104, 'D18toI12': 7.810249675906654, 'D18toD13': 5.0, 'D18toH14': 5.656854249492381, 'D18toD18': 0.0}"
380,FLAPODROM,6C+,"[{'Id': 1525138, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1525139, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1525140, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1525141, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1525142, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1525143, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",32430,"['E6', 'J5', 'H10', 'E14', 'I14', 'I18']",6,"{'E6toE6': 0.0, 'E6toJ5': 5.0990195135927845, 'E6toH10': 5.0, 'E6toE14': 8.0, 'E6toI14': 8.94427190999916, 'E6toI18': 12.649110640673518, 'J5toE6': 5.0990195135927845, 'J5toJ5': 0.0, 'J5toH10': 5.385164807134504, 'J5toE14': 10.295630140987, 'J5toI14': 9.055385138137417, 'J5toI18': 13.038404810405298, 'H10toE6': 5.0, 'H10toJ5': 5.385164807134504, 'H10toH10': 0.0, 'H10toE14': 5.0, 'H10toI14': 4.123105625617661, 'H10toI18': 8.06225774829855, 'E14toE6': 8.0, 'E14toJ5': 10.295630140987, 'E14toH10': 5.0, 'E14toE14': 0.0, 'E14toI14': 4.0, 'E14toI18': 5.656854249492381, 'I14toE6': 8.94427190999916, 'I14toJ5': 9.055385138137417, 'I14toH10': 4.123105625617661, 'I14toE14': 4.0, 'I14toI14': 0.0, 'I14toI18': 4.0, 'I18toE6': 12.649110640673518, 'I18toJ5': 13.038404810405298, 'I18toH10': 8.06225774829855, 'I18toE14': 5.656854249492381, 'I18toI14': 4.0, 'I18toI18': 0.0}"
381,FROGLEG,6C+,"[{'Id': 1536949, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1536950, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1536951, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1536952, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1536953, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1536954, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1536955, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",66446,"['B3', 'B8', 'B9', 'A12', 'D12', 'B16', 'G18']",7,"{'B3toB3': 0.0, 'B3toB8': 5.0, 'B3toB9': 6.0, 'B3toA12': 9.055385138137417, 'B3toD12': 9.219544457292887, 'B3toB16': 13.0, 'B3toG18': 15.811388300841896, 'B8toB3': 5.0, 'B8toB8': 0.0, 'B8toB9': 1.0, 'B8toA12': 4.123105625617661, 'B8toD12': 4.47213595499958, 'B8toB16': 8.0, 'B8toG18': 11.180339887498949, 'B9toB3': 6.0, 'B9toB8': 1.0, 'B9toB9': 0.0, 'B9toA12': 3.1622776601683795, 'B9toD12': 3.605551275463989, 'B9toB16': 7.0, 'B9toG18': 10.295630140987, 'A12toB3': 9.055385138137417, 'A12toB8': 4.123105625617661, 'A12toB9': 3.1622776601683795, 'A12toA12': 0.0, 'A12toD12': 3.0, 'A12toB16': 4.123105625617661, 'A12toG18': 8.48528137423857, 'D12toB3': 9.219544457292887, 'D12toB8': 4.47213595499958, 'D12toB9': 3.605551275463989, 'D12toA12': 3.0, 'D12toD12': 0.0, 'D12toB16': 4.47213595499958, 'D12toG18': 6.708203932499369, 'B16toB3': 13.0, 'B16toB8': 8.0, 'B16toB9': 7.0, 'B16toA12': 4.123105625617661, 'B16toD12': 4.47213595499958, 'B16toB16': 0.0, 'B16toG18': 5.385164807134504, 'G18toB3': 15.811388300841896, 'G18toB8': 11.180339887498949, 'G18toB9': 10.295630140987, 'G18toA12': 8.48528137423857, 'G18toD12': 6.708203932499369, 'G18toB16': 5.385164807134504, 'G18toG18': 0.0}"
